"Part No""",Available Stock,Site
BA226,0,QLD01
BA226,0,NSW01
BA226,0,DCV01
BA226,0,TAS01
BA226,0,DCV02
BA226,1,SA001
BA226,2,WHS01
BA227,0,WHS01
BA227,0,SA001
BA227,0,DCV02
BA227,1,TAS01
BA227,0,DCV01
BA227,0,NSW01
BA227,0,QLD01
BA227,0,WA001
BA227,0,VIC01
BA229,0,VIC01
BA229,1,WHS01
BA229,1,WA001
BA229,1,QLD01
BA229,1,NSW01
BA229,0,DCV01
BA229,1,TAS01
BA229,0,DCV02
BA229,2,SA001
BA230,1,SA001
BA230,0,DCV02
BA230,1,TAS01
BA230,0,DCV01
BA230,1,NSW01
BA230,1,QLD01
BA230,1,WA001
BA230,9,WHS01
BA230,0,VIC01
BA231,0,VIC01
BA231,0,WHS01
BA231,1,WA001
BA231,2,QLD01
BA231,1,NSW01
BA231,0,DCV01
BA231,1,TAS01
BA231,0,DCV02
BA231,1,SA001
BA232,0,SA001
BA232,0,DCV02
BA232,1,TAS01
BA232,0,DCV01
BA232,0,NSW01
BA232,2,WA001
BA232,1,QLD01
BA232,0,WHS01
BA232,0,VIC01
BA233,0,VIC01
BA233,2,WHS01
BA233,1,QLD01
BA233,0,WA001
BA233,2,NSW01
BA233,0,DCV01
BA233,0,TAS01
BA233,0,DCV02
BA233,0,SA001
BA234,0,SA001
BA234,37,WHS01
BA234,0,DCV02
BA234,0,TAS01
BA234,0,DCV01
BA234,0,NSW01
BA234,0,WA001
BA234,0,QLD01
BA234,0,VIC01
BA235,0,VIC01
BA235,1,QLD01
BA235,1,WA001
BA235,1,NSW01
BA235,0,DCV01
BA235,1,TAS01
BA235,0,DCV02
BA235,0,WHS01
BA235,1,SA001
BA236,1,SA001
BA236,0,DCV02
BA236,1,TAS01
BA236,1,DCV01
BA236,1,NSW01
BA236,1,WA001
BA236,1,QLD01
BA236,0,VIC01
BA236,0,WHS01
BA237,0,WHS01
BA237,0,VIC01
BA237,0,QLD01
BA237,0,WA001
BA237,0,NSW01
BA237,0,DCV01
BA237,0,TAS01
BA237,0,DCV02
BA237,0,SA001
BA238,1,SA001
BA238,0,DCV02
BA238,2,DCV01
BA238,1,TAS01
BA238,1,NSW01
BA238,1,WA001
BA238,1,QLD01
BA238,1,VIC01
BA238,9,WHS01
BA239,0,VIC01
BA239,0,QLD01
BA239,0,WA001
BA239,0,NSW01
BA239,0,DCV01
BA239,0,TAS01
BA239,0,DCV02
BA239,0,SA001
BA239,0,WHS01
BA240,1,SA001
BA240,0,DCV02
BA240,0,TAS01
BA240,0,DCV01
BA240,1,NSW01
BA240,2,WA001
BA240,1,QLD01
BA240,0,VIC01
BA240,67,WHS01
BA241,0,VIC01
BA241,0,QLD01
BA241,0,WA001
BA241,0,NSW01
BA241,0,DCV01
BA241,0,TAS01
BA241,0,DCV02
BA241,0,SA001
BA241,6,WHS01
BA242,0,SA001
BA242,0,DCV02
BA242,0,DCV01
BA242,0,NSW01
BA242,0,WA001
BA242,0,TAS01
BA242,0,QLD01
BA242,0,VIC01
BA242,2,WHS01
BA243,3,WHS01
BA243,0,VIC01
BA243,0,QLD01
BA243,1,TAS01
BA243,1,WA001
BA243,1,NSW01
BA243,1,DCV01
BA243,0,DCV02
BA243,1,SA001
BA244,2,SA001
BA244,0,DCV02
BA244,0,DCV01
BA244,1,NSW01
BA244,1,WA001
BA244,1,TAS01
BA244,1,QLD01
BA244,0,VIC01
BA244,2,WHS01
BA245,0,VIC01
BA245,0,QLD01
BA245,0,WA001
BA245,1,NSW01
BA245,0,DCV01
BA245,0,TAS01
BA245,0,DCV02
BA245,2,SA001
BA245,1,WHS01
BA246,1,SA001
BA246,0,DCV02
BA246,1,TAS01
BA246,0,DCV01
BA246,1,NSW01
BA246,1,WA001
BA246,1,QLD01
BA246,0,VIC01
BA246,6,WHS01
BA247,0,WHS01
BA247,0,VIC01
BA247,0,QLD01
BA247,0,WA001
BA247,0,NSW01
BA247,0,DCV01
BA247,1,TAS01
BA247,0,DCV02
BA247,0,SA001
BA248,1,SA001
BA248,0,DCV02
BA248,0,TAS01
BA248,0,DCV01
BA248,2,NSW01
BA248,0,WA001
BA248,0,QLD01
BA248,0,VIC01
BA248,11,WHS01
BA249,0,WHS01
BA249,0,VIC01
BA249,0,QLD01
BA249,1,WA001
BA249,0,NSW01
BA249,1,DCV01
BA249,0,TAS01
BA249,0,DCV02
BA249,0,SA001
BA250,0,SA001
BA250,5,WHS01
BA250,0,DCV02
BA250,0,TAS01
BA250,0,DCV01
BA250,1,NSW01
BA250,0,WA001
BA250,0,QLD01
BA250,0,VIC01
BA253,0,VIC01
BA253,0,QLD01
BA253,0,WA001
BA253,0,NSW01
BA253,0,DCV01
BA253,0,TAS01
BA253,0,DCV02
BA253,16,WHS01
BA253,1,SA001
BA255,0,SA001
BA255,0,DCV02
BA255,0,TAS01
BA255,0,DCV01
BA255,0,NSW01
BA255,0,WA001
BA255,0,QLD01
BA255,0,VIC01
BA255,6,WHS01
BA256,1,WHS01
BA256,0,VIC01
BA256,1,QLD01
BA256,1,WA001
BA256,1,NSW01
BA256,0,DCV01
BA256,1,TAS01
BA256,0,DCV02
BA256,1,SA001
BA257,1,SA001
BA257,11,WHS01
BA257,0,DCV02
BA257,1,TAS01
BA257,0,DCV01
BA257,1,NSW01
BA257,1,WA001
BA257,1,QLD01
BA257,0,VIC01
BA258,0,VIC01
BA258,9,WHS01
BA258,1,QLD01
BA258,1,WA001
BA258,2,NSW01
BA258,0,DCV01
BA258,1,TAS01
BA258,1,SA001
BA261,4,SA001
BA261,0,DCV02
BA261,0,TAS01
BA261,1,DCV01
BA261,4,WA001
BA261,1,QLD01
BA261,0,NSW01
BA261,0,WHS01
BA261,0,VIC01
BA262,0,VIC01
BA262,9,WHS01
BA262,1,NSW01
BA262,3,QLD01
BA262,3,WA001
BA262,1,DCV01
BA262,1,TAS01
BA262,0,DCV02
BA262,3,SA001
BA263,1,SA001
BA263,2,NSW01
BA263,0,DCV02
BA263,1,TAS01
BA263,0,DCV01
BA263,1,WA001
BA263,1,QLD01
BA263,19,WHS01
BA263,0,VIC01
BA264,0,VIC01
BA264,4,WHS01
BA264,0,QLD01
BA264,1,WA001
BA264,0,DCV01
BA264,0,TAS01
BA264,0,DCV02
BA264,0,NSW01
BA264,1,SA001
BA265,0,SA001
BA265,0,NSW01
BA265,0,DCV02
BA265,2,WHS01
BA265,0,TAS01
BA265,0,DCV01
BA265,0,WA001
BA265,0,QLD01
BA265,0,VIC01
BA267,0,VIC01
BA267,0,WA001
BA267,0,QLD01
BA267,0,DCV01
BA267,0,TAS01
BA267,2,WHS01
BA267,0,DCV02
BA267,0,NSW01
BA267,0,SA001
BA269,0,SA001
BA269,0,NSW01
BA269,0,DCV02
BA269,16,WHS01
BA269,0,TAS01
BA269,0,DCV01
BA269,0,QLD01
BA269,0,WA001
BA269,0,VIC01
BA271,0,VIC01
BA271,7,WHS01
BA271,0,WA001
BA271,0,QLD01
BA271,0,DCV01
BA271,0,TAS01
BA271,0,DCV02
BA271,0,NSW01
BA271,2,SA001
BA272,0,SA001
BA272,0,NSW01
BA272,0,WHS01
BA272,0,TAS01
BA272,0,QLD01
BA272,0,WA001
BA272,0,VIC01
BA275,0,VIC01
BA275,0,WA001
BA275,0,QLD01
BA275,0,TAS01
BA275,0,DCV01
BA275,11,WHS01
BA275,0,DCV02
BA275,0,NSW01
BA275,0,SA001
BA276,0,SA001
BA276,0,NSW01
BA276,0,DCV02
BA276,0,WHS01
BA276,0,DCV01
BA276,0,TAS01
BA276,0,QLD01
BA276,0,WA001
BA276,0,VIC01
BA277,0,VIC01
BA277,0,WA001
BA277,0,QLD01
BA277,0,TAS01
BA277,0,DCV01
BA277,42,WHS01
BA277,0,DCV02
BA277,0,NSW01
BA277,0,SA001
BA278,1,SA001
BA278,0,NSW01
BA278,0,DCV02
BA278,0,DCV01
BA278,0,TAS01
BA278,0,QLD01
BA278,0,WA001
BA278,0,VIC01
BA278,7,WHS01
BA279,11,WHS01
BA279,0,VIC01
BA279,0,WA001
BA279,0,QLD01
BA279,0,TAS01
BA279,0,DCV01
BA279,0,DCV02
BA279,1,NSW01
BA279,1,SA001
BA280,1,SA001
BA280,0,NSW01
BA280,0,DCV02
BA280,10,WHS01
BA280,0,DCV01
BA280,0,TAS01
BA280,0,QLD01
BA280,1,WA001
BA280,0,VIC01
BA281,0,VIC01
BA281,0,WA001
BA281,0,QLD01
BA281,0,TAS01
BA281,0,DCV01
BA281,0,WHS01
BA281,0,DCV02
BA281,0,NSW01
BA281,0,SA001
BA282,2,SA001
BA282,0,NSW01
BA282,0,DCV02
BA282,0,WHS01
BA282,0,DCV01
BA282,0,TAS01
BA282,1,QLD01
BA282,1,WA001
BA282,0,VIC01
BA283,0,VIC01
BA283,0,WA001
BA283,0,QLD01
BA283,0,TAS01
BA283,0,DCV01
BA283,6,WHS01
BA283,0,DCV02
BA283,0,NSW01
BA283,0,SA001
BA284,0,WHS01
BA284,0,WA001
BA284,0,VIC01
BA284,0,TAS01
BA284,0,SA001
BA284,0,QLD01
BA284,0,NSW01
BA284,0,DCV01
BA289,0,SA001
BA289,4,NSW01
BA289,0,DCV02
BA289,2,WHS01
BA289,0,DCV01
BA289,0,TAS01
BA289,2,QLD01
BA289,0,WA001
BA289,0,VIC01
BA290,0,VIC01
BA290,0,WA001
BA290,0,QLD01
BA290,0,TAS01
BA290,0,DCV01
BA290,1,WHS01
BA290,0,DCV02
BA290,0,NSW01
BA290,0,SA001
BA291,0,SA001
BA291,0,NSW01
BA291,0,DCV02
BA291,4,WHS01
BA291,0,DCV01
BA291,1,TAS01
BA291,0,QLD01
BA291,0,WA001
BA291,0,VIC01
BA292,0,VIC01
BA292,0,WA001
BA292,0,QLD01
BA292,0,TAS01
BA292,0,DCV01
BA292,6,WHS01
BA292,0,DCV02
BA292,0,NSW01
BA292,0,SA001
BA293,1,SA001
BA293,5,NSW01
BA293,0,DCV02
BA293,132,WHS01
BA293,0,DCV01
BA293,0,TAS01
BA293,0,QLD01
BA293,0,WA001
BA293,0,VIC01
BA294,0,VIC01
BA294,42,WHS01
BA294,1,WA001
BA294,1,QLD01
BA294,1,TAS01
BA294,0,DCV01
BA294,0,DCV02
BA294,2,NSW01
BA294,1,SA001
BA296,0,SA001
BA296,0,NSW01
BA296,0,DCV02
BA296,0,DCV01
BA296,1,TAS01
BA296,0,QLD01
BA296,0,WA001
BA296,1,WHS01
BA296,0,VIC01
BA297,0,VIC01
BA297,5,WHS01
BA297,1,WA001
BA297,1,QLD01
BA297,1,TAS01
BA297,1,DCV01
BA297,0,DCV02
BA297,2,NSW01
BA297,1,SA001
BA298,0,SA001
BA298,0,NSW01
BA298,0,DCV02
BA298,53,WHS01
BA298,0,DCV01
BA298,0,TAS01
BA298,0,QLD01
BA298,0,WA001
BA298,0,VIC01
BA299,0,VIC01
BA299,15,WHS01
BA299,0,WA001
BA299,1,QLD01
BA299,1,TAS01
BA299,1,DCV01
BA299,0,DCV02
BA299,1,NSW01
BA299,1,SA001
BA300,1,SA001
BA300,1,NSW01
BA300,0,DCV02
BA300,0,DCV01
BA300,1,TAS01
BA300,1,QLD01
BA300,1,WA001
BA300,1,WHS01
BA300,0,VIC01
BA301,0,VIC01
BA301,1,WHS01
BA301,1,WA001
BA301,1,QLD01
BA301,1,TAS01
BA301,0,DCV01
BA301,0,DCV02
BA301,1,NSW01
BA301,1,SA001
BA303,0,SA001
BA303,0,NSW01
BA303,0,DCV02
BA303,3,WHS01
BA303,0,DCV01
BA303,0,TAS01
BA303,0,QLD01
BA303,0,WA001
BA303,0,VIC01
BA304,0,VIC01
BA304,2,WHS01
BA304,1,WA001
BA304,1,QLD01
BA304,1,TAS01
BA304,0,DCV01
BA304,0,DCV02
BA304,1,NSW01
BA304,1,SA001
BA305,7,SA001
BA305,2,NSW01
BA305,0,DCV02
BA305,1,DCV01
BA305,1,TAS01
BA305,0,WA001
BA305,1,QLD01
BA305,7,WHS01
BA305,0,VIC01
BA306,0,VIC01
BA306,0,WHS01
BA306,5,QLD01
BA306,4,WA001
BA306,4,NSW01
BA306,1,TAS01
BA306,1,DCV01
BA306,0,DCV02
BA306,5,SA001
BA307,0,SA001
BA307,1,NSW01
BA307,0,DCV02
BA307,30,WHS01
BA307,0,DCV01
BA307,0,TAS01
BA307,0,WA001
BA307,0,QLD01
BA307,0,VIC01
BA308,0,VIC01
BA308,0,WHS01
BA308,0,QLD01
BA308,0,WA001
BA308,0,TAS01
BA308,1,DCV01
BA308,0,DCV02
BA308,1,NSW01
BA308,0,SA001
BA309,2,SA001
BA309,0,NSW01
BA309,0,DCV02
BA309,1,DCV01
BA309,1,TAS01
BA309,1,WA001
BA309,0,QLD01
BA309,0,WHS01
BA309,0,VIC01
BA310,0,VIC01
BA310,0,WHS01
BA310,0,QLD01
BA310,0,WA001
BA310,0,NSW01
BA310,0,TAS01
BA310,0,DCV01
BA310,0,DCV02
BA310,0,SA001
BA312,1,SA001
BA312,0,DCV02
BA312,1,DCV01
BA312,1,TAS01
BA312,1,NSW01
BA312,1,WA001
BA312,1,QLD01
BA312,52,WHS01
BA312,3,VIC01
BA313,0,VIC01
BA313,70,WHS01
BA313,0,QLD01
BA313,0,WA001
BA313,0,TAS01
BA313,0,DCV01
BA313,0,DCV02
BA313,0,SA001
BA313,0,NSW01
BA315,1,NSW01
BA315,1,SA001
BA315,0,DCV02
BA315,2,DCV01
BA315,1,TAS01
BA315,1,WA001
BA315,1,QLD01
BA315,3,WHS01
BA315,0,VIC01
BA316,0,VIC01
BA316,0,WHS01
BA316,1,WA001
BA316,1,QLD01
BA316,0,TAS01
BA316,0,DCV01
BA316,0,DCV02
BA316,0,SA001
BA316,0,NSW01
BA317,0,NSW01
BA317,0,SA001
BA317,0,DCV02
BA317,5,WHS01
BA317,0,DCV01
BA317,0,TAS01
BA317,0,QLD01
BA317,0,WA001
BA317,0,VIC01
BA318,0,VIC01
BA318,0,WA001
BA318,0,QLD01
BA318,0,TAS01
BA318,0,DCV01
BA318,6,WHS01
BA318,0,DCV02
BA318,0,SA001
BA318,0,NSW01
BA319,0,NSW01
BA319,0,SA001
BA319,0,DCV02
BA319,4,WHS01
BA319,0,DCV01
BA319,0,TAS01
BA319,0,QLD01
BA319,0,WA001
BA319,0,VIC01
BA320,0,VIC01
BA320,0,WA001
BA320,0,QLD01
BA320,0,TAS01
BA320,0,DCV01
BA320,1,WHS01
BA320,0,DCV02
BA320,0,SA001
BA320,0,NSW01
BA321,0,NSW01
BA321,0,SA001
BA321,0,DCV02
BA321,3,WHS01
BA321,0,DCV01
BA321,0,TAS01
BA321,0,WA001
BA321,2,QLD01
BA321,0,VIC01
BA322,0,VIC01
BA322,0,QLD01
BA322,0,WA001
BA322,0,TAS01
BA322,0,DCV01
BA322,5,WHS01
BA322,0,DCV02
BA322,0,SA001
BA322,0,NSW01
BA323,0,NSW01
BA323,0,SA001
BA323,0,DCV02
BA323,5,WHS01
BA323,0,DCV01
BA323,0,TAS01
BA323,0,WA001
BA323,0,QLD01
BA323,0,VIC01
BA325,0,VIC01
BA325,0,QLD01
BA325,0,WA001
BA325,0,TAS01
BA325,0,DCV01
BA325,5,WHS01
BA325,0,DCV02
BA325,0,SA001
BA325,0,NSW01
BA326,0,NSW01
BA326,0,SA001
BA326,0,DCV02
BA326,0,WHS01
BA326,0,DCV01
BA326,0,TAS01
BA326,1,WA001
BA326,0,QLD01
BA326,0,VIC01
BA327,0,VIC01
BA327,0,QLD01
BA327,0,WA001
BA327,0,TAS01
BA327,0,DCV01
BA327,2,WHS01
BA327,0,DCV02
BA327,0,SA001
BA327,0,NSW01
BA328,0,NSW01
BA328,0,SA001
BA328,0,DCV02
BA328,3,WHS01
BA328,0,DCV01
BA328,0,TAS01
BA328,0,WA001
BA328,2,QLD01
BA328,0,VIC01
BA329,0,VIC01
BA329,0,QLD01
BA329,0,WA001
BA329,0,TAS01
BA329,0,DCV01
BA329,3,WHS01
BA329,0,DCV02
BA329,1,SA001
BA329,0,NSW01
BA330,0,NSW01
BA330,0,SA001
BA330,0,DCV02
BA330,5,WHS01
BA330,0,DCV01
BA330,0,TAS01
BA330,0,WA001
BA330,0,QLD01
BA330,0,VIC01
BA331,0,VIC01
BA331,0,QLD01
BA331,0,WA001
BA331,0,TAS01
BA331,0,DCV01
BA331,3,WHS01
BA331,0,DCV02
BA331,0,SA001
BA331,0,NSW01
BA332,0,NSW01
BA332,0,SA001
BA332,0,DCV02
BA332,4,WHS01
BA332,0,DCV01
BA332,0,TAS01
BA332,0,WA001
BA332,0,QLD01
BA332,0,VIC01
BA333,0,VIC01
BA333,0,QLD01
BA333,0,WA001
BA333,0,TAS01
BA333,0,DCV01
BA333,7,WHS01
BA333,0,DCV02
BA333,0,SA001
BA333,0,NSW01
BA334,0,NSW01
BA334,1,SA001
BA334,0,DCV02
BA334,0,WHS01
BA334,0,DCV01
BA334,0,TAS01
BA334,1,WA001
BA334,0,QLD01
BA334,0,VIC01
BA335,0,VIC01
BA335,0,QLD01
BA335,0,WA001
BA335,0,TAS01
BA335,0,DCV01
BA335,4,WHS01
BA335,0,DCV02
BA335,1,SA001
BA335,0,NSW01
BA336,0,NSW01
BA336,0,SA001
BA336,0,DCV02
BA336,5,WHS01
BA336,0,DCV01
BA336,0,TAS01
BA336,0,WA001
BA336,0,QLD01
BA336,0,VIC01
BA337,0,VIC01
BA337,0,QLD01
BA337,0,WA001
BA337,0,TAS01
BA337,0,DCV01
BA337,5,WHS01
BA337,0,DCV02
BA337,0,SA001
BA337,0,NSW01
BA339,0,NSW01
BA339,0,SA001
BA339,0,DCV02
BA339,1,WHS01
BA339,0,DCV01
BA339,0,TAS01
BA339,0,WA001
BA339,0,QLD01
BA339,0,VIC01
BA340,0,VIC01
BA340,0,QLD01
BA340,0,WA001
BA340,0,TAS01
BA340,0,DCV01
BA340,5,WHS01
BA340,0,DCV02
BA340,0,SA001
BA340,0,NSW01
BA341,0,NSW01
BA341,0,SA001
BA341,4,WHS01
BA341,0,DCV01
BA341,0,TAS01
BA341,0,WA001
BA341,0,QLD01
BA341,0,VIC01
BA341,0,DCV02
BA342,0,DCV02
BA342,0,VIC01
BA342,0,QLD01
BA342,0,WA001
BA342,0,TAS01
BA342,0,DCV01
BA342,0,WHS01
BA342,0,SA001
BA342,0,NSW01
BA343,0,NSW01
BA343,0,SA001
BA343,3,WHS01
BA343,0,DCV01
BA343,0,TAS01
BA343,0,WA001
BA343,0,QLD01
BA343,0,VIC01
BA343,0,DCV02
BA344,0,DCV02
BA344,0,VIC01
BA344,0,QLD01
BA344,0,WA001
BA344,0,TAS01
BA344,0,DCV01
BA344,4,WHS01
BA344,0,SA001
BA344,0,NSW01
BA346,1,NSW01
BA346,1,SA001
BA346,0,DCV01
BA346,0,TAS01
BA346,1,WA001
BA346,1,QLD01
BA346,1,VIC01
BA346,0,DCV02
BA346,0,WHS01
BA347,1,WHS01
BA347,0,DCV02
BA347,0,VIC01
BA347,1,QLD01
BA347,1,WA001
BA347,1,TAS01
BA347,0,DCV01
BA347,1,SA001
BA347,1,NSW01
BA349,2,NSW01
BA349,0,SA001
BA349,0,DCV01
BA349,0,TAS01
BA349,0,WHS01
BA349,0,WA001
BA349,1,QLD01
BA349,0,VIC01
BA349,0,DCV02
BA350,0,DCV02
BA350,0,VIC01
BA350,0,QLD01
BA350,0,SA001
BA350,0,WA001
BA350,5,WHS01
BA350,0,TAS01
BA350,0,DCV01
BA350,0,NSW01
BA352,0,NSW01
BA352,0,DCV01
BA352,0,TAS01
BA352,0,WHS01
BA352,0,WA001
BA352,0,SA001
BA352,0,QLD01
BA352,0,VIC01
BA352,0,DCV02
BA353,0,DCV02
BA353,0,WHS01
BA353,0,VIC01
BA353,1,QLD01
BA353,0,WA001
BA353,0,TAS01
BA353,0,DCV01
BA353,0,NSW01
BA353,0,SA001
BA354,0,SA001
BA354,0,NSW01
BA354,0,DCV01
BA354,2,TAS01
BA354,0,WHS01
BA354,0,WA001
BA354,0,QLD01
BA354,0,VIC01
BA354,0,DCV02
BA355,0,DCV02
BA355,0,VIC01
BA355,1,QLD01
BA355,1,SA001
BA355,1,WA001
BA355,0,WHS01
BA355,0,TAS01
BA355,0,DCV01
BA355,1,NSW01
BA356,0,NSW01
BA356,0,DCV01
BA356,0,TAS01
BA356,0,WHS01
BA356,0,WA001
BA356,0,SA001
BA356,0,QLD01
BA356,0,VIC01
BA356,0,DCV02
BA357,0,DCV02
BA357,0,VIC01
BA357,0,QLD01
BA357,0,WA001
BA357,6,WHS01
BA357,0,TAS01
BA357,0,DCV01
BA357,0,NSW01
BA357,0,SA001
BA358,1,SA001
BA358,0,NSW01
BA358,0,DCV01
BA358,0,TAS01
BA358,2,WHS01
BA358,0,WA001
BA358,0,QLD01
BA358,0,VIC01
BA358,0,DCV02
BA359,4,WHS01
BA359,0,DCV02
BA359,0,VIC01
BA359,0,QLD01
BA359,0,WA001
BA359,0,TAS01
BA359,0,DCV01
BA359,0,NSW01
BA359,0,SA001
BA361,0,SA001
BA361,0,NSW01
BA361,0,DCV01
BA361,0,TAS01
BA361,0,WHS01
BA361,0,WA001
BA361,0,QLD01
BA361,0,VIC01
BA361,0,DCV02
BA369,0,DCV02
BA369,0,VIC01
BA369,0,QLD01
BA369,0,WA001
BA369,3,WHS01
BA369,0,TAS01
BA369,0,DCV01
BA369,0,NSW01
BA369,0,SA001
BA371,0,SA001
BA371,0,NSW01
BA371,0,DCV01
BA371,0,TAS01
BA371,5,WHS01
BA371,0,WA001
BA371,0,QLD01
BA371,0,VIC01
BA371,0,DCV02
BA375,0,DCV02
BA375,1,QLD01
BA375,1,SA001
BA375,1,NSW01
BA375,1,TAS01
BA375,0,VIC01
BA375,1,WA001
BA375,19,WHS01
BA375,0,DCV01
BA377,0,DCV01
BA377,0,TAS01
BA377,4,WHS01
BA377,0,NSW01
BA377,0,SA001
BA377,0,VIC01
BA377,0,DCV02
BA377,0,WA001
BA377,0,QLD01
BA378,0,QLD01
BA378,0,WA001
BA378,0,DCV02
BA378,0,VIC01
BA378,0,SA001
BA378,0,NSW01
BA378,1,WHS01
BA378,0,TAS01
BA378,0,DCV01
BA379,0,DCV01
BA379,0,TAS01
BA379,9,WHS01
BA379,0,NSW01
BA379,0,VIC01
BA379,0,DCV02
BA379,0,WA001
BA379,0,QLD01
BA379,0,SA001
BA380,1,QLD01
BA380,1,WA001
BA380,0,DCV02
BA380,0,VIC01
BA380,1,NSW01
BA380,1,SA001
BA380,8,WHS01
BA380,1,TAS01
BA380,0,DCV01
BA382,0,DCV01
BA382,0,TAS01
BA382,21,WHS01
BA382,0,NSW01
BA382,0,VIC01
BA382,0,DCV02
BA382,0,WA001
BA382,1,QLD01
BA382,0,SA001
BA383,0,SA001
BA383,0,QLD01
BA383,0,WA001
BA383,0,DCV02
BA383,0,VIC01
BA383,0,NSW01
BA383,14,WHS01
BA383,0,TAS01
BA383,0,DCV01
BA386,0,DCV01
BA386,0,TAS01
BA386,0,NSW01
BA386,0,VIC01
BA386,0,DCV02
BA386,29,WHS01
BA386,0,WA001
BA386,0,QLD01
BA386,0,SA001
BA388,1,NSW01
BA388,1,QLD01
BA388,2,SA001
BA388,1,TAS01
BA388,0,VIC01
BA388,1,WA001
BA388,13,WHS01
BA388,0,DCV02
BA388,0,DCV01
BA389,0,DCV01
BA389,0,TAS01
BA389,2,WHS01
BA389,0,NSW01
BA389,0,DCV02
BA389,0,VIC01
BA389,0,SA001
BA389,0,QLD01
BA389,1,WA001
BA390,2,WA001
BA390,1,QLD01
BA390,0,VIC01
BA390,0,DCV02
BA390,7,WHS01
BA390,1,NSW01
BA390,2,SA001
BA390,1,TAS01
BA390,0,DCV01
BA391,0,DCV01
BA391,1,TAS01
BA391,1,WA001
BA391,11,WHS01
BA391,0,SA001
BA391,0,NSW01
BA391,0,DCV02
BA391,0,VIC01
BA391,0,QLD01
BA392,0,QLD01
BA392,0,VIC01
BA392,0,DCV02
BA392,2,NSW01
BA392,0,SA001
BA392,10,WHS01
BA392,0,WA001
BA392,0,TAS01
BA392,0,DCV01
BA393,0,DCV01
BA393,1,WA001
BA393,0,TAS01
BA393,42,WHS01
BA393,3,NSW01
BA393,0,DCV02
BA393,0,VIC01
BA393,0,SA001
BA393,0,QLD01
BA394,1,TAS01
BA394,0,VIC01
BA394,1,WA001
BA394,10,WHS01
BA394,0,AC001
BA394,1,NSW01
BA394,1,QLD01
BA394,2,SA001
BA394,0,DCV02
BA394,0,DCV01
BA400,0,DCV01
BA400,0,DCV02
BA400,1,SA001
BA400,1,QLD01
BA400,7,WHS01
BA400,1,WA001
BA400,0,VIC01
BA400,1,TAS01
BA400,1,NSW01
BA401,0,TAS01
BA401,0,VIC01
BA401,0,WA001
BA401,0,WHS01
BA401,0,QLD01
BA401,0,NSW01
BA401,0,SA001
BA401,0,DCV02
BA401,0,DCV01
BA402,0,DCV01
BA402,0,DCV02
BA402,1,SA001
BA402,1,NSW01
BA402,1,QLD01
BA402,19,WHS01
BA402,1,WA001
BA402,0,VIC01
BA402,1,TAS01
BA403,1,TAS01
BA403,0,VIC01
BA403,1,WA001
BA403,18,WHS01
BA403,1,QLD01
BA403,1,NSW01
BA403,1,SA001
BA403,0,DCV02
BA403,0,DCV01
BA404,0,DCV01
BA404,0,DCV02
BA404,1,SA001
BA404,1,NSW01
BA404,1,QLD01
BA404,3,WHS01
BA404,1,WA001
BA404,0,VIC01
BA404,1,TAS01
BA405,1,TAS01
BA405,0,VIC01
BA405,11,WHS01
BA405,1,WA001
BA405,1,QLD01
BA405,1,NSW01
BA405,1,SA001
BA405,0,DCV02
BA405,0,DCV01
BA406,0,DCV01
BA406,0,DCV02
BA406,1,SA001
BA406,1,NSW01
BA406,1,QLD01
BA406,1,WA001
BA406,14,WHS01
BA406,0,VIC01
BA406,1,TAS01
BA410,1,TAS01
BA410,1,NSW01
BA410,0,DCV02
BA410,13,WHS01
BA410,0,VIC01
BA410,1,WA001
BA410,1,QLD01
BA410,1,SA001
BA410,0,DCV01
BA411,0,DCV01
BA411,1,TAS01
BA411,0,SA001
BA411,1,QLD01
BA411,1,NSW01
BA411,30,WHS01
BA411,1,WA001
BA411,0,DCV02
BA411,1,VIC01
BA412,0,VIC01
BA412,0,DCV02
BA412,1,WA001
BA412,15,WHS01
BA412,2,NSW01
BA412,1,SA001
BA412,1,TAS01
BA412,1,QLD01
BA412,0,DCV01
BA413,0,DCV01
BA413,1,QLD01
BA413,2,TAS01
BA413,2,SA001
BA413,1,NSW01
BA413,11,WHS01
BA413,1,WA001
BA413,0,DCV02
BA413,0,VIC01
BA414,0,VIC01
BA414,0,DCV02
BA414,1,WA001
BA414,46,WHS01
BA414,1,NSW01
BA414,1,SA001
BA414,1,TAS01
BA414,1,QLD01
BA414,0,DCV01
BA415,0,DCV01
BA415,1,QLD01
BA415,1,TAS01
BA415,1,SA001
BA415,1,NSW01
BA415,2,WHS01
BA415,1,WA001
BA415,0,DCV02
BA415,0,VIC01
BA416,0,VIC01
BA416,0,DCV02
BA416,1,WA001
BA416,33,WHS01
BA416,1,NSW01
BA416,1,SA001
BA416,1,TAS01
BA416,1,QLD01
BA416,0,DCV01
BA417,0,DCV01
BA417,2,QLD01
BA417,1,TAS01
BA417,1,SA001
BA417,1,NSW01
BA417,38,WHS01
BA417,1,WA001
BA417,0,DCV02
BA417,0,VIC01
BA418,0,VIC01
BA418,0,DCV02
BA418,1,WA001
BA418,8,WHS01
BA418,1,NSW01
BA418,1,SA001
BA418,1,TAS01
BA418,1,QLD01
BA418,0,DCV01
BA426,0,DCV01
BA426,0,DCV02
BA426,0,WHS01
BA426,2,WA001
BA426,0,QLD01
BA426,0,VIC01
